لجان القيد,,قلم الأقتراع,عدد المقترعين,عدد الأوراق الباطلة,عدد الأوراق البيضاء,العدد المعول عليه مع الأوراق البيضاء,(1) الشراكة والارادة,,,,,,,,,(2) صوتك ثورة,,,,,,,,(3) لائحة الجبل,,,,,,,,(4) قادرين,,,,,(5) توحدنا للتغيير,,,,,,,,(6) سيادة وطن,,,,,,,(7) الجبل ينتفض,,,,
,,,,,,,فادي فارس المعلوف,ايلي مخايل قرداحي,حبوبه يوسف عون,سعد الدين وسيم الخطيب,بلال احمد عبد الله,مروان محمد حماده,جورج جميل عدوان,تيمور وليد جنبلاط,مجموع الأصوات,معضاد حسن ابو علي,ميشال خليل ابو سليمان,جمال انطوان مرهج,جهاد نبيل ذبيان,كابي الياس القزي,سمير حسن عاكوم,محمد سامي الحجار,مجموع الأصوات,انطوان بشاره عبود,اسامه محمد المعوش,احمد حلمي نجم الدين,فريد جورج فيليب البستاني,غسان امال عطا الله,وئام ماهر نجيب وهاب,ناجي نبيه البستاني,مجموع الأصوات,عماد محمد الفران,خالد ابراهيم سعد,ايمن غازي زين الدين,جوزف اسعد طعمه,مجموع الأصوات,شكري يوسف حداد,عماد وفيق سيف الدين,حليمه ابراهيم القعقور,صعود كريم ابو شبل,رانيه عادل غيث,نجاة خطار عون,غاده غازي ماروني عيد,مجموع الأصوات,جورج ادوار سلوان,هشام عزات ذبيان,مأمون احمد المأمون ملك,جويس جوزف مارون,محمد عمار ابراهيم الشمعه,دعد ناصيف القزي,مجموع الأصوات,اكرم علي بريش,عبد الله يوسف ابو عبد الله,نبيل خليل مشنتف,زينه شوقي منصور,مجموع الأصوات
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,54,كفرنبرخ - المدرسة الرسمية - غرفة رقم 3,256,10,0,246,29,5,0,0,0,7,68,2,115,0,0,0,0,0,0,0,1,0,0,0,24,60,1,1,87,0,0,0,0,0,1,1,0,9,1,27,1,42,0,0,0,0,0,0,0,1,0,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,55,كفرنبرخ - المدرسة الرسمية - غرفة رقم 4,246,6,1,240,23,0,3,0,2,73,40,10,155,0,0,1,0,0,0,0,1,0,0,0,4,21,12,5,43,0,0,0,0,0,1,0,3,2,4,24,4,40,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,56,كفرنبرخ - مدرسة المحبة - غرفة رقم 1,310,11,0,299,1,0,0,1,0,156,3,14,178,0,0,0,0,0,0,0,0,0,0,0,3,1,40,0,44,0,0,4,0,4,0,1,9,0,20,21,18,70,0,1,0,0,0,0,1,0,0,0,2,2
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,57,كفرنبرخ - مدرسة المحبة - غرفة رقم 2,299,6,3,293,0,0,1,0,0,160,1,35,211,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,20,0,0,1,0,1,2,0,10,0,17,20,5,56,0,0,0,0,0,0,0,0,0,0,2,2
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,58,كفرنبرخ - مدرسة المحبة - غرفة رقم 3,255,1,4,254,20,2,0,0,0,6,55,1,90,0,0,0,0,0,0,0,2,0,0,0,27,53,2,3,86,0,0,0,0,1,6,1,3,6,0,48,3,69,0,0,0,0,0,0,0,0,0,0,2,2
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,59,كفرنبرخ - مدرسة المحبة - غرفة رقم 4,256,7,2,249,9,2,0,0,3,67,30,17,131,0,0,0,0,0,0,0,0,0,0,1,10,21,13,1,48,0,0,0,0,0,1,0,10,3,11,36,5,68,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,60,نيحا - ثانوية نيحا الرسمية - غرفة رقم 1,283,18,2,265,0,0,2,0,2,19,0,124,152,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,1,0,0,1,0,0,12,0,57,15,6,92,0,1,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,61,نيحا - ثانوية نيحا الرسمية - غرفة رقم 2,278,8,4,270,0,0,0,1,1,15,0,157,182,0,0,0,0,0,0,0,0,0,0,0,1,0,29,1,32,0,0,0,0,0,0,2,13,0,25,7,1,52,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,62,نيحا - ثانوية نيحا الرسمية - غرفة رقم 3,249,5,4,244,0,1,1,0,2,12,42,61,127,0,0,0,1,0,0,0,1,0,0,0,5,18,21,1,45,0,0,0,0,0,0,0,10,0,15,29,5,64,0,0,0,0,0,1,2,0,1,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,63,نيحا - ثانوية نيحا الرسمية - غرفة رقم 4,340,5,2,335,0,0,2,0,0,12,1,161,187,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,25,0,2,0,1,3,0,0,9,0,66,34,6,118,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,64,نيحا - ثانوية نيحا الرسمية - غرفة رقم 5,339,0,4,339,3,0,0,1,0,23,1,170,201,0,0,0,0,0,0,0,0,0,0,0,3,0,40,2,45,0,0,0,0,0,0,4,12,1,33,25,5,88,0,0,0,0,0,0,0,0,1,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,65,نيحا - ثانوية نيحا الرسمية - غرفة رقم 6,272,11,1,261,2,1,0,0,1,6,4,91,113,0,0,0,0,0,0,0,0,0,0,0,5,22,18,1,48,0,0,0,0,0,2,0,17,0,32,42,4,97,0,0,0,0,0,2,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,66,"استراليا، سيدني - الرابطة الدرزية الاسترالية  - غرفة رقم 2",30,0,0,30,0,4,0,0,0,0,14,2,21,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,67,"استراليا، سيدني - دير ومدرسة مار شربل  - غرفة رقم 4",52,4,1,48,0,1,0,0,0,0,17,2,20,0,0,0,0,0,1,0,1,0,0,5,1,13,0,3,22,0,0,0,0,0,1,0,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,68,"استراليا، سيدني - دير ومدرسة مار شربل  - غرفة رقم 5",8,0,0,8,0,0,0,0,0,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,69,"استراليا، سيدني - كلية السلامة  - غرفة رقم 5",94,3,0,91,1,1,1,0,0,0,43,2,53,0,1,0,0,0,0,0,2,1,0,0,2,13,1,1,19,0,0,0,0,0,0,0,2,1,1,8,1,13,0,0,0,0,0,2,4,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,70,"استراليا، سيدني - كنيسة مار نقولا  - غرفة رقم 1",161,10,0,151,1,5,0,0,0,0,109,4,121,0,1,0,0,0,0,0,1,0,0,0,6,12,0,1,23,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,71,"استراليا، سيدني - مبنى المعهد الشرعي  - غرفة رقم 4",103,4,1,99,2,5,0,0,0,0,40,4,56,0,0,0,0,0,0,0,0,0,0,1,7,12,1,10,32,0,0,0,0,0,0,0,1,0,2,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,72,"استراليا، سيدني - مجمع الامام موسى الصدر  - غرفة رقم 2",40,0,0,40,0,1,1,0,0,0,22,3,29,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,2
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,73,"استراليا، سيدني - مدرسة مار مارون  - غرفة رقم 3",25,1,0,24,0,2,0,0,0,0,22,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,74,"استراليا، سيدني - مطرانية الكاثوليك الملكيين  - غرفة رقم 3",78,3,0,75,0,0,1,0,0,0,39,4,46,0,0,1,0,0,0,0,1,3,0,0,1,12,4,1,22,0,0,0,0,0,1,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,75,"1 القلم رقم - Thornlie Community Centre - استراليا، كانبيرا",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,76,"استراليا، ملبورن - مدرسة الراهبات الانطونيات Antonine College  - غرفة رقم 6 ",97,1,0,96,0,1,1,1,1,1,13,33,51,0,0,0,0,4,0,0,4,0,0,0,0,9,2,0,11,0,0,1,0,1,0,2,4,0,5,8,9,28,0,0,0,0,0,0,0,1,0,0,0,1
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,77,"الإكوادور، كيتو - القنصلية اللبنانية الفخرية - القلم رقم 2",1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,78,"- Centre Commercial XANADOU - الجمهورية الغابونية، ليبرفيل
2 القلم رقم - Libreville",8,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,79,"الجمهورية الغابونية، ليبرفيل - السفارة اللبنانية في الغابون - القلم رقم 1",4,0,0,4,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,80,"الجمهورية الفدرالية البرازيلية، ساو باولو - مدرسة رودريغو ألفيس  - غرفة رقم 4",16,0,0,16,0,1,0,0,0,1,4,5,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,81,"الكاميرون، ليبرفيل - القنصلية اللبنانية الفخرية في الكاميرون - القلم رقم 1",3,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,82,"الكونغو، كنشاسا - القنصلية الفخرية في بوانت نوار - القلم رقم 1",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,83,"الكونغو، كنشاسا - فندق غاردينيا في برازفيل - القلم رقم 2",5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,84,"المملكة المغربية، الرباط - السفارة اللبنانية في مملكة المغرب - القلم رقم 1",4,0,0,4,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,85,"الولايات المتحدة الأميركية، لوس انجلس - Church Saint Joseph Maronite Catholic - القلم رقم 47",29,1,0,28,1,1,0,0,0,0,4,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,2,6,0,8,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,86,"بنين، أكرا - Hotel Du Lac - القلم رقم 1",6,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,87,"بوركينا فاسو، ابيدجان - القنصلية اللبنانية الفخرية في بوركينا فاسو - القلم رقم 1",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,88,"جمهورية الكونغو الديمقراطية، كنشاسا - النادي الثقافي اللبناني في لوبومباشي - القلم رقم 1 ",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,89,"جمهورية الكونغو الديمقراطية، كنشاسا - نادي الجالية اللبنانية في جمهورية الكونغو الديمقراطية  - غرفة رقم 2 ",15,1,0,14,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,6,1,0,1,2,10,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,90,"جمهورية جنوب أفريقيا، بريتوريا - السفارة اللبنانية في بريتوريا - القلم رقم 1",4,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,91,"جمهورية سيراليون، فريتاون - السفارة اللبنانية في سيراليون  - غرفة رقم 2",4,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,92,"جمهورية غانا، أكرا - السفارة اللبنانية في أكرا  - غرفة رقم 2",17,0,0,17,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,93,"جمهورية فنزويلا البوليفارية، كراكاس - السفارة اللبنانية في جمهورية فنزويلا البوليفارية  - غرفة رقم 3  ",5,0,0,5,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,94,"جمهورية ليبيريا، منروفيا - السفارة اللبنانية في منروفيا - القلم رقم 1",33,0,0,33,0,0,1,0,0,0,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,6,0,7,1,4,21,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,95,"جمهورية مصر العربية، الإسكندرية - القنصلية اللبنانية العامة في الاسكندرية - القلم رقم 2",5,0,0,5,0,0,0,0,2,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,96,"جمهورية مصر العربية، القاهرة - السفارة اللبنانية في القاهرة - القلم رقم 1",17,0,0,17,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,1,0,1,7,1,10,0,0,0,0,2,0,2,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,97,"جمهورية نيجيريا الإتحادية، ابوجا - المدرسة اللبنانية التابعة للقنصلية الفخرية في كانو  - غرفة رقم 1",4,0,0,4,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,98,"جمهورية نيجيريا الإتحادية، ابوجا - المدرسة اللبنانية في بورت هاركورت - القلم رقم 4 ",5,0,0,5,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,99,"جمهورية نيجيريا الإتحادية، لاغوس - القنصلية اللبنانية العامة في لاغوس  - غرفة رقم 2  ",51,0,0,51,0,0,0,0,1,3,15,12,33,0,1,0,0,0,0,0,1,0,0,0,2,2,2,0,6,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية الخامسة في دائرة جبل لبنان 4 - الشوف,100,"مالي، منروفيا - القنصلية اللبنانية الفخرية في مالي - القلم رقم 1",4,0,1,4,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,1,الباروك - المدرسة الرسمية - غرفة رقم 1,291,3,1,288,0,0,0,0,0,10,1,178,198,0,0,0,0,0,0,0,0,0,0,0,7,0,31,0,39,0,0,4,0,4,0,1,9,0,7,13,14,46,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,2,الباروك - المدرسة الرسمية - غرفة رقم 2,306,8,5,298,0,0,1,0,0,4,0,194,210,0,0,0,0,0,1,0,1,0,0,0,5,0,26,0,32,0,0,0,0,1,0,0,5,1,15,19,8,49,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,3,الباروك - المدرسة الرسمية - غرفة رقم 3,243,6,6,237,0,0,0,0,3,3,17,118,142,0,0,0,0,0,0,0,0,0,0,0,4,7,29,1,43,0,0,0,0,0,1,0,10,4,9,17,3,46,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,4,الباروك - صالون كنيسة مار انطونيوس للروم الكاثوليك - غرفة رقم 1,182,12,0,170,2,1,0,0,0,1,58,13,76,0,0,0,0,0,0,0,0,1,0,0,22,36,1,2,63,0,3,0,0,3,0,0,0,13,0,11,4,28,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,5,الباروك - صالون كنيسة مار انطونيوس للروم الكاثوليك - غرفة رقم 2,183,3,0,180,1,0,0,0,0,0,66,2,73,0,0,0,0,0,0,0,0,0,0,0,10,39,0,7,56,0,1,0,0,1,0,0,2,19,0,25,2,49,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,6,الباروك - المدرسة الرسمية - غرفة رقم 4,294,3,1,291,0,0,0,0,0,3,0,167,170,0,2,0,0,0,0,0,2,0,0,0,4,1,36,1,42,0,0,2,0,2,0,3,14,0,11,35,9,74,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,7,الباروك - المدرسة الرسمية - غرفة رقم 5,310,11,2,299,0,0,1,0,0,3,0,216,224,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,9,0,0,1,0,1,0,0,11,0,10,32,8,62,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,8,الباروك - المدرسة الرسمية - غرفة رقم 6,260,4,3,256,0,0,0,0,4,5,10,121,140,0,0,0,0,0,0,0,1,1,0,0,1,4,38,0,47,0,0,1,0,1,0,0,12,0,5,37,7,63,0,0,0,0,0,0,0,0,0,0,1,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,9,البطال - المدرسة الرسمية سابقا-الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب - غرفة رقم 1   ,82,0,0,82,13,1,0,0,0,0,45,0,59,0,0,0,0,0,0,0,0,0,0,0,2,8,0,1,11,0,0,0,0,0,0,0,2,0,0,8,1,11,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,10,الجليليه - صالة الكنيسة - غرفة رقم 1,172,5,2,167,0,14,0,0,2,0,62,1,80,0,0,0,0,0,0,0,0,0,0,0,19,17,0,1,37,0,0,0,2,2,1,0,2,3,0,23,12,41,0,0,0,0,0,2,2,1,0,0,1,3
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,11,السعديات - مدرسة الفاروق - غرفة رقم 1,136,8,1,128,2,1,0,65,12,4,0,1,88,0,0,1,0,0,0,1,3,0,0,0,0,4,0,0,4,0,0,0,0,0,0,2,10,0,0,2,1,15,0,0,0,0,8,9,17,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,12,الفريديس - دار البلدة - غرفة رقم 1,204,3,0,201,0,0,0,0,0,3,2,131,137,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2,23,0,0,0,0,0,0,0,24,0,6,6,3,41,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,13,الفريديس - صالة الكنيسة - غرفة رقم 1,198,1,2,197,4,3,0,0,0,2,73,13,95,0,0,0,0,0,0,0,0,0,0,0,33,41,1,4,79,0,1,0,0,1,2,0,3,0,0,9,4,19,1,0,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,14,الفريديس - صالة الكنيسة - غرفة رقم 2,151,1,0,150,1,0,1,0,0,1,59,6,68,0,0,0,0,0,0,0,0,0,0,0,16,40,1,1,59,0,0,0,0,0,0,0,0,1,0,18,2,23,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,15,المختارة - مدرسة كمال جنبلاط الرسمية - غرفة رقم 1,248,2,2,246,0,0,3,0,0,1,5,212,222,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,8,0,4,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,16,المختارة - مدرسة كمال جنبلاط الرسمية - غرفة رقم 2,149,1,1,148,4,4,1,0,0,3,23,66,103,0,0,0,0,0,0,0,1,0,0,0,1,10,9,1,22,0,0,0,0,1,0,0,0,0,0,18,2,20,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,17,المختارة - مدرسة كمال جنبلاط الرسمية - غرفة رقم 3,209,2,1,207,0,0,2,0,1,2,11,176,195,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,3,0,1,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,18,المطله - مركز البلدية - غرفة رقم 1,221,8,1,213,6,13,0,0,1,1,79,3,104,0,0,0,0,0,0,0,0,0,0,0,36,20,1,0,57,0,0,0,0,1,0,0,2,11,0,20,15,49,0,0,0,0,0,1,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,19,المطله - مركز البلدية - غرفة رقم 2,249,11,1,238,7,14,2,0,0,1,89,0,115,0,0,0,0,0,0,0,0,0,0,0,30,20,0,0,54,0,1,1,0,3,1,0,4,13,0,28,15,65,0,0,0,0,0,0,0,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,20,المطله - مركز البلدية - غرفة رقم 3,218,0,0,218,6,14,0,0,0,0,97,0,120,0,0,0,0,0,0,0,0,0,0,0,18,25,1,0,44,0,0,0,0,0,0,0,0,7,1,19,26,53,0,0,0,0,0,0,0,0,0,0,0,1
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,21,الوردانية - المدرسة الرسمية - غرفة رقم 1,440,16,3,424,0,0,0,4,152,1,0,1,162,0,0,1,0,0,0,1,2,0,3,4,2,0,186,31,231,0,8,2,0,10,1,3,8,0,0,2,1,15,1,0,0,0,0,0,1,0,0,0,0,0
محضر لجنة القيد االبتدائية السادسة في دائرة جبل لبنان 4 - الشوف,22,الوردانية - المدرسة الرسمية - غرفة رقم 2,460,17,6,443,0,0,0,3,148,0,2,2,160,0,0,0,0,0,0,0,0,0,1,5,2,1,178,36,239,2,5,1,0,10,1,3,14,1,0,6,2,28,0,0,0,0,0,0,0,0,0,0,0,0
