الدائرة,القضاء,القرية,رقم قلم الاقتراع,مركز قلم الاقتراع,الجنس,الطائفة,من سجل,الى سجل
جبل لبنان ٤,الشوف,الدامور,42,المدرسة الفنية المهنية غرفة رقم ٥,ذكور,روم كاثوليك,1,38
جبل لبنان ٤,الشوف,الدامور,42,المدرسة الفنية المهنية غرفة رقم ٥,ذكور,ماروني,885,2150
جبل لبنان ٤,الشوف,الدامور,43,المدرسة الفنية المهنية غرفة رقم ٦,اناث,ماروني,1,88
جبل لبنان ٤,الشوف,الدامور,44,المدرسة الفنية المهنية غرفة رقم ٧,اناث,ماروني,89,198
جبل لبنان ٤,الشوف,الدامور,45,المدرسة الفنية المهنية غرفة رقم ٨,اناث,ماروني,199,324
جبل لبنان ٤,الشوف,الدامور,46,المدرسة الفنية المهنية غرفة رقم ٩,اناث,ماروني,325,393
جبل لبنان ٤,الشوف,الدامور,47,المدرسة الفنية المهنية غرفة رقم ١٠,اناث,ماروني,394,493
جبل لبنان ٤,الشوف,الدامور,48,المدرسة الفنية المهنية غرفة رقم ١١,اناث,ماروني,494,576
جبل لبنان ٤,الشوف,الدامور,49,مبنى بلدية الدامور الجديد غرفة رقم ٤,اناث,ماروني,577,670
جبل لبنان ٤,الشوف,الدامور,50,مبنى بلدية الدامور الجديد غرفة رقم ٥,اناث,ماروني,671,2000
جبل لبنان ٤,الشوف,الدامور,51,مبنى بلدية الدامور الجديد غرفة رقم ٦,اناث,روم ارثوذكس,2,6
جبل لبنان ٤,الشوف,الدامور,51,مبنى بلدية الدامور الجديد غرفة رقم ٦,اناث,روم كاثوليك,1,38
جبل لبنان ٤,الشوف,الدامور,51,مبنى بلدية الدامور الجديد غرفة رقم ٦,اناث,ماروني,2001,2150
جبل لبنان ٤,الشوف,الدبية,52,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ١,ذكور,ماروني,1,140
جبل لبنان ٤,الشوف,الدبية,52,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٢,اناث,سني,1,1
جبل لبنان ٤,الشوف,الدبية,53,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٢,اناث,ماروني,1,135
جبل لبنان ٤,الشوف,الدبية,53,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,اناث,ارمن كاثوليك,1,1
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,ذكور,ارمن كاثوليك,1,1
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,اناث,انجيلي,2,8
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,ذكور,انجيلي,6,8
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,اناث,روم كاثوليك,7,11
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,ذكور,روم كاثوليك,7,11
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,ذكور,سني,1,1
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,اناث,ماروني,136,292
جبل لبنان ٤,الشوف,الدبية,54,المدرسة الرسمية سابقا الجامعة اللبنانية كلية العلوم الفرع الاول شعبة اقليم الخروب غرفة رقم ٣,ذكور,ماروني,143,292
جبل لبنان ٤,الشوف,الرميله,55,التكميلية الرسمية غرفة رقم ١,ذكور,ماروني,1,44
جبل لبنان ٤,الشوف,الرميله,56,التكميلية الرسمية غرفة رقم ٢,اناث,روم كاثوليك,1,43
جبل لبنان ٤,الشوف,الرميله,56,التكميلية الرسمية غرفة رقم ٢,ذكور,روم كاثوليك,1,43
جبل لبنان ٤,الشوف,الرميله,57,التكميلية الرسمية غرفة رقم ٣,ذكور,ارمن كاثوليك,1,1
جبل لبنان ٤,الشوف,الرميله,57,التكميلية الرسمية غرفة رقم ٣,ذكور,روم ارثوذكس,1,1
جبل لبنان ٤,الشوف,الرميله,57,التكميلية الرسمية غرفة رقم ٣,ذكور,سني,1,6
جبل لبنان ٤,الشوف,الرميله,57,التكميلية الرسمية غرفة رقم ٣,ذكور,شيعي,1,1
جبل لبنان ٤,الشوف,الرميله,57,التكميلية الرسمية غرفة رقم ٣,ذكور,ماروني,45,114
جبل لبنان ٤,الشوف,الرميله,58,التكميلية الرسمية غرفة رقم ٤,اناث,ماروني,1,43
جبل لبنان ٤,الشوف,الرميله,59,التكميلية الرسمية غرفة رقم ٥,اناث,ارمن كاثوليك,1,1
جبل لبنان ٤,الشوف,الرميله,59,التكميلية الرسمية غرفة رقم ٥,اناث,روم ارثوذكس,1,2
جبل لبنان ٤,الشوف,الرميله,59,التكميلية الرسمية غرفة رقم ٥,اناث,سني,1,6
جبل لبنان ٤,الشوف,الرميله,59,التكميلية الرسمية غرفة رقم ٥,اناث,شيعي,1,1
جبل لبنان ٤,الشوف,الرميله,59,التكميلية الرسمية غرفة رقم ٥,اناث,ماروني,44,114
جبل لبنان ٤,الشوف,الزعرورية,60,المدرسة الرسمية للصبيان غرفة رقم ١,ذكور,سني,3,40
جبل لبنان ٤,الشوف,الزعرورية,61,المدرسة الرسمية للصبيان غرفة رقم ٢,ذكور,سني,41,84
جبل لبنان ٤,الشوف,الزعرورية,61,المدرسة الرسمية للصبيان غرفة رقم ٢,ذكور,ماروني,1,27
جبل لبنان ٤,الشوف,الزعرورية,62,المدرسة الرسمية للصبيان غرفة رقم ٣,اناث,سني,3,38
جبل لبنان ٤,الشوف,الزعرورية,63,المدرسة الرسمية للصبيان غرفة رقم ٤,اناث,سني,39,84
جبل لبنان ٤,الشوف,الزعرورية,63,المدرسة الرسمية للصبيان غرفة رقم ٤,اناث,ماروني,1,27
جبل لبنان ٤,الشوف,السعديات,64,مدرسة الفاروق غرفة رقم ١,اناث,سني,1,7
جبل لبنان ٤,الشوف,السعديات,64,مدرسة الفاروق غرفة رقم ١,ذكور,سني,1,10
جبل لبنان ٤,الشوف,السمقانية,65,دار البلده غرفة رقم ١,ذكور,درزي,2,88
جبل لبنان ٤,الشوف,السمقانية,66,دار البلده غرفة رقم ٢,اناث,درزي,1,88
جبل لبنان ٤,الشوف,السمقانية,66,دار البلده غرفة رقم ٢,اناث,ماروني,80,80
جبل لبنان ٤,الشوف,الفريديس,67,دار البلدة غرفة رقم ١,اناث,درزي,1,38
جبل لبنان ٤,الشوف,الفريديس,67,دار البلدة غرفة رقم ١,ذكور,درزي,3,34
جبل لبنان ٤,الشوف,الفريديس,68,صالة الكنيسة غرفة رقم ١,ذكور,روم كاثوليك,1,32
جبل لبنان ٤,الشوف,الفريديس,68,صالة الكنيسة غرفة رقم ١,ذكور,ماروني,2,105
جبل لبنان ٤,الشوف,الفريديس,69,صالة الكنيسة غرفة رقم ٢,اناث,روم كاثوليك,1,32
جبل لبنان ٤,الشوف,الفريديس,69,صالة الكنيسة غرفة رقم ٢,اناث,ماروني,2,106
جبل لبنان ٤,الشوف,الفواره,70,صالون الكنيسة غرفة رقم ١,ذكور,روم كاثوليك,1,3
جبل لبنان ٤,الشوف,الفواره,70,صالون الكنيسة غرفة رقم ١,ذكور,ماروني,1,120
جبل لبنان ٤,الشوف,الفواره,71,صالون الكنيسة غرفة رقم ٢,اناث,روم كاثوليك,1,3
جبل لبنان ٤,الشوف,الفواره,71,صالون الكنيسة غرفة رقم ٢,اناث,ماروني,1,116
جبل لبنان ٤,الشوف,الكحلونية,72,دار البلدة غرفة رقم ١,ذكور,درزي,3,61
جبل لبنان ٤,الشوف,الكحلونية,73,دار البلدة غرفة رقم ٢,اناث,درزي,3,61
جبل لبنان ٤,الشوف,الكنيسة,74,كنيسة البلدة غرفة رقم ١,اناث,روم كاثوليك,1,1
جبل لبنان ٤,الشوف,الكنيسة,74,كنيسة البلدة غرفة رقم ١,ذكور,روم كاثوليك,1,1
جبل لبنان ٤,الشوف,الكنيسة,74,كنيسة البلدة غرفة رقم ١,اناث,ماروني,4,121
جبل لبنان ٤,الشوف,الكنيسة,74,كنيسة البلدة غرفة رقم ١,ذكور,ماروني,4,120
جبل لبنان ٤,الشوف,المحتقره دير المخلص,75,دير المخلص غرفة رقم ١,اناث,روم كاثوليك,1,118
جبل لبنان ٤,الشوف,المحتقره دير المخلص,75,دير المخلص غرفة رقم ١,ذكور,روم كاثوليك,1,390
جبل لبنان ٤,الشوف,المحتقره دير المخلص,75,دير المخلص غرفة رقم ١,اناث,ماروني,3,14
جبل لبنان ٤,الشوف,المحتقره دير المخلص,75,دير المخلص غرفة رقم ١,ذكور,ماروني,3,14
جبل لبنان ٤,الشوف,المختارة,76,مدرسة كمال جنبلاط الرسمية غرفة رقم ١,اناث,درزي,1,83
جبل لبنان ٤,الشوف,المختارة,76,مدرسة كمال جنبلاط الرسمية غرفة رقم ١,اناث,روم ارثوذكس,1,5
جبل لبنان ٤,الشوف,المختارة,76,مدرسة كمال جنبلاط الرسمية غرفة رقم ١,اناث,ماروني,3,73
جبل لبنان ٤,الشوف,المختارة,77,مدرسة كمال جنبلاط الرسمية غرفة رقم ٢,اناث,روم كاثوليك,1,96
جبل لبنان ٤,الشوف,المختارة,77,مدرسة كمال جنبلاط الرسمية غرفة رقم ٢,ذكور,روم كاثوليك,1,41
جبل لبنان ٤,الشوف,المختارة,78,مدرسة كمال جنبلاط الرسمية غرفة رقم ٣,ذكور,درزي,1,83
جبل لبنان ٤,الشوف,المختارة,78,مدرسة كمال جنبلاط الرسمية غرفة رقم ٣,ذكور,روم ارثوذكس,4,5
جبل لبنان ٤,الشوف,المختارة,78,مدرسة كمال جنبلاط الرسمية غرفة رقم ٣,ذكور,روم كاثوليك,42,90
جبل لبنان ٤,الشوف,المختارة,78,مدرسة كمال جنبلاط الرسمية غرفة رقم ٣,ذكور,ماروني,3,23
جبل لبنان ٤,الشوف,المشرف,79,مبنى البلدية الجديد في المشرف غرفة رقم ١,ذكور,روم ارثوذكس,1,1
جبل لبنان ٤,الشوف,المشرف,79,مبنى البلدية الجديد في المشرف غرفة رقم ١,اناث,ماروني,1,64
جبل لبنان ٤,الشوف,المشرف,79,مبنى البلدية الجديد في المشرف غرفة رقم ١,ذكور,ماروني,1,64
جبل لبنان ٤,الشوف,المطله,80,مركز البلدية غرفة رقم ١,ذكور,ماروني,1,47
جبل لبنان ٤,الشوف,المطله,81,مركز البلدية غرفة رقم ٢,اناث,ماروني,1,49
جبل لبنان ٤,الشوف,المطله,82,مركز البلدية غرفة رقم ٣,اناث,ماروني,50,109
جبل لبنان ٤,الشوف,المطله,82,مركز البلدية غرفة رقم ٣,ذكور,ماروني,48,109
جبل لبنان ٤,الشوف,المعنيه,83,صالة الكنيسة غرفة رقم ١,اناث,ماروني,4,64
جبل لبنان ٤,الشوف,المعنيه,83,صالة الكنيسة غرفة رقم ١,ذكور,ماروني,4,64
جبل لبنان ٤,الشوف,المغيريه,84,المدرسة الرسمية غرفة رقم ١,ذكور,سني,1,49
جبل لبنان ٤,الشوف,المغيريه,85,المدرسة الرسمية غرفة رقم ٢,ذكور,سني,50,94
جبل لبنان ٤,الشوف,المغيريه,85,المدرسة الرسمية غرفة رقم ٢,ذكور,ماروني,1,43
جبل لبنان ٤,الشوف,المغيريه,86,المدرسة الرسمية غرفة رقم ٣,اناث,سني,1,48
جبل لبنان ٤,الشوف,المغيريه,86,المدرسة الرسمية غرفة رقم ٣,اناث,شيعي,2,3
جبل لبنان ٤,الشوف,المغيريه,86,المدرسة الرسمية غرفة رقم ٣,ذكور,شيعي,2,3
جبل لبنان ٤,الشوف,المغيريه,87,المدرسة الرسمية غرفة رقم ٤,اناث,سني,49,94
جبل لبنان ٤,الشوف,المغيريه,87,المدرسة الرسمية غرفة رقم ٤,اناث,ماروني,1,43
جبل لبنان ٤,الشوف,الناعمه,88,المدرسة الرسمية في الناعمة غرفة رقم ١,ذكور,ماروني,1,42
جبل لبنان ٤,الشوف,الناعمه,89,المدرسة الرسمية في الناعمة غرفة رقم ٢,ذكور,ماروني,43,117
جبل لبنان ٤,الشوف,الناعمه,90,المدرسة الرسمية في الناعمة غرفة رقم ٣,اناث,ماروني,1,44
جبل لبنان ٤,الشوف,الناعمه,91,المدرسة الرسمية في الناعمة غرفة رقم ٤,اناث,روم كاثوليك,1,1
جبل لبنان ٤,الشوف,الناعمه,91,المدرسة الرسمية في الناعمة غرفة رقم ٤,ذكور,روم كاثوليك,1,2
جبل لبنان ٤,الشوف,الناعمه,91,المدرسة الرسمية في الناعمة غرفة رقم ٤,اناث,سني,1,2
جبل لبنان ٤,الشوف,الناعمه,91,المدرسة الرسمية في الناعمة غرفة رقم ٤,ذكور,سني,1,1
جبل لبنان ٤,الشوف,الناعمه,91,المدرسة الرسمية في الناعمة غرفة رقم ٤,اناث,لاتين,2,5
جبل لبنان ٤,الشوف,الناعمه,91,المدرسة الرسمية في الناعمة غرفة رقم ٤,ذكور,لاتين,2,4
جبل لبنان ٤,الشوف,الناعمه,91,المدرسة الرسمية في الناعمة غرفة رقم ٤,اناث,ماروني,46,117
جبل لبنان ٤,الشوف,الوردانية,92,المدرسة الرسمية غرفة رقم ١,ذكور,شيعي,1,62
جبل لبنان ٤,الشوف,الوردانية,93,المدرسة الرسمية غرفة رقم ٢,اناث,شيعي,1,54
جبل لبنان ٤,الشوف,الوردانية,94,المدرسة الرسمية غرفة رقم ٣,اناث,شيعي,55,127
جبل لبنان ٤,الشوف,الوردانية,94,المدرسة الرسمية غرفة رقم ٣,ذكور,شيعي,63,127
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,اناث,انجيلي,2,3
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,ذكور,انجيلي,2,3
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,اناث,روم كاثوليك,1,7
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,ذكور,روم كاثوليك,1,7
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,اناث,سني,1,49
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,ذكور,سني,1,49
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,اناث,ماروني,1,4
جبل لبنان ٤,الشوف,الوردانية,95,المدرسة الرسمية غرفة رقم ٤,ذكور,ماروني,1,4
جبل لبنان ٤,الشوف,الورهانية,96,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,75
جبل لبنان ٤,الشوف,الورهانية,97,المدرسة الرسمية غرفة رقم ٢,اناث,درزي,1,74
جبل لبنان ٤,الشوف,باتر,98,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,67
جبل لبنان ٤,الشوف,باتر,99,المدرسة الرسمية غرفة رقم ٢,ذكور,درزي,73,215
جبل لبنان ٤,الشوف,باتر,99,المدرسة الرسمية غرفة رقم ٢,اناث,روم ارثوذكس,1,15
جبل لبنان ٤,الشوف,باتر,99,المدرسة الرسمية غرفة رقم ٢,اناث,روم كاثوليك,2,2
جبل لبنان ٤,الشوف,باتر,99,المدرسة الرسمية غرفة رقم ٢,ذكور,روم كاثوليك,4,4
جبل لبنان ٤,الشوف,باتر,99,المدرسة الرسمية غرفة رقم ٢,ذكور,شيعي,1,1
جبل لبنان ٤,الشوف,باتر,100,المدرسة الرسمية غرفة رقم ٣,اناث,درزي,1,61
جبل لبنان ٤,الشوف,باتر,101,المدرسة الرسمية غرفة رقم ٤,اناث,درزي,62,215
جبل لبنان ٤,الشوف,باتر,101,المدرسة الرسمية غرفة رقم ٤,ذكور,روم ارثوذكس,1,15
جبل لبنان ٤,الشوف,بتلون,102,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,78
جبل لبنان ٤,الشوف,بتلون,103,المدرسة الرسمية غرفة رقم ٢,ذكور,انجيلي,1,1
جبل لبنان ٤,الشوف,بتلون,103,المدرسة الرسمية غرفة رقم ٢,ذكور,درزي,79,206
جبل لبنان ٤,الشوف,بتلون,103,المدرسة الرسمية غرفة رقم ٢,ذكور,روم كاثوليك,3,5
جبل لبنان ٤,الشوف,بتلون,104,المدرسة الرسمية غرفة رقم ٣,اناث,درزي,1,78
جبل لبنان ٤,الشوف,بتلون,105,المدرسة الرسمية غرفة رقم ٤,اناث,انجيلي,1,1
جبل لبنان ٤,الشوف,بتلون,105,المدرسة الرسمية غرفة رقم ٤,اناث,درزي,79,205
جبل لبنان ٤,الشوف,بتلون,105,المدرسة الرسمية غرفة رقم ٤,اناث,روم كاثوليك,3,7
جبل لبنان ٤,الشوف,برجا,106,ثانوية كمال جنبلاط غرفة رقم ١,ذكور,سني,1,43
جبل لبنان ٤,الشوف,برجا,107,ثانوية كمال جنبلاط غرفة رقم ٢,ذكور,سني,44,107
جبل لبنان ٤,الشوف,برجا,108,ثانوية كمال جنبلاط غرفة رقم ٣,ذكور,سني,108,161
جبل لبنان ٤,الشوف,برجا,109,ثانوية كمال جنبلاط غرفة رقم ٤,ذكور,سني,162,224
جبل لبنان ٤,الشوف,برجا,110,ثانوية كمال جنبلاط غرفة رقم ٥,ذكور,سني,226,276
جبل لبنان ٤,الشوف,برجا,111,ثانوية كمال جنبلاط غرفة رقم ٦,ذكور,سني,277,323
جبل لبنان ٤,الشوف,برجا,112,ثانوية كمال جنبلاط غرفة رقم ٧,ذكور,سني,324,377
جبل لبنان ٤,الشوف,برجا,113,ثانوية كمال جنبلاط غرفة رقم ٨,ذكور,سني,378,436
جبل لبنان ٤,الشوف,برجا,114,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ١,ذكور,سني,442,526
جبل لبنان ٤,الشوف,برجا,115,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ٢,ذكور,سني,528,578
جبل لبنان ٤,الشوف,برجا,116,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ٣,ذكور,سني,589,626
جبل لبنان ٤,الشوف,برجا,117,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ٤,ذكور,سني,628,744
جبل لبنان ٤,الشوف,برجا,118,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ٥,اناث,سني,1,43
جبل لبنان ٤,الشوف,برجا,119,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ٦,اناث,سني,44,107
جبل لبنان ٤,الشوف,برجا,120,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ٧,اناث,سني,108,162
جبل لبنان ٤,الشوف,برجا,121,متوسطة برجا الديماس الرسمية المختلطة غرفة رقم ٨,اناث,سني,163,223
جبل لبنان ٤,الشوف,برجا,122,التكميلية الرسمية للبنات غرفة رقم ١,اناث,سني,224,276
جبل لبنان ٤,الشوف,برجا,123,التكميلية الرسمية للبنات غرفة رقم ٢,اناث,سني,277,324
جبل لبنان ٤,الشوف,برجا,124,التكميلية الرسمية للبنات غرفة رقم ٣,اناث,سني,325,378
جبل لبنان ٤,الشوف,برجا,125,التكميلية الرسمية للبنات غرفة رقم ٤,اناث,سني,379,447
جبل لبنان ٤,الشوف,برجا,126,التكميلية الرسمية للبنات غرفة رقم ٥,اناث,سني,448,526
جبل لبنان ٤,الشوف,برجا,127,التكميلية الرسمية للبنات غرفة رقم ٦,اناث,سني,528,575
جبل لبنان ٤,الشوف,برجا,128,التكميلية الرسمية للبنات غرفة رقم ٧,اناث,سني,576,621
جبل لبنان ٤,الشوف,برجا,129,التكميلية الرسمية للبنات غرفة رقم ٨,اناث,سني,622,745
جبل لبنان ٤,الشوف,بريح,130,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,43
جبل لبنان ٤,الشوف,بريح,131,المدرسة الرسمية غرفة رقم ٢,اناث,درزي,1,40
جبل لبنان ٤,الشوف,بريح,132,المدرسة الرسمية غرفة رقم ٣,اناث,درزي,41,80
جبل لبنان ٤,الشوف,بريح,132,المدرسة الرسمية غرفة رقم ٣,ذكور,درزي,44,80
جبل لبنان ٤,الشوف,بريح,133,المدرسة الرسمية غرفة رقم ٤,ذكور,ماروني,2,51
جبل لبنان ٤,الشوف,بريح,134,المدرسة الرسمية غرفة رقم ٥,اناث,ماروني,2,49
جبل لبنان ٤,الشوف,بريح,135,المدرسة الرسمية غرفة رقم ٦,اناث,روم كاثوليك,1,1
جبل لبنان ٤,الشوف,بريح,135,المدرسة الرسمية غرفة رقم ٦,ذكور,روم كاثوليك,1,1
جبل لبنان ٤,الشوف,بريح,135,المدرسة الرسمية غرفة رقم ٦,اناث,سريان كاثوليك,1,1
جبل لبنان ٤,الشوف,بريح,135,المدرسة الرسمية غرفة رقم ٦,ذكور,سريان كاثوليك,1,1
جبل لبنان ٤,الشوف,بريح,135,المدرسة الرسمية غرفة رقم ٦,اناث,ماروني,51,113
جبل لبنان ٤,الشوف,بريح,135,المدرسة الرسمية غرفة رقم ٦,ذكور,ماروني,52,112
جبل لبنان ٤,الشوف,بسابا,136,مبنى البلدية الجديد غرفة رقم ١,ذكور,سني,2,48
جبل لبنان ٤,الشوف,بسابا,137,مبنى البلدية الجديد غرفة رقم ٢,اناث,سني,1,41
جبل لبنان ٤,الشوف,بسابا,138,مبنى البلدية الجديد غرفة رقم ٣,اناث,روم كاثوليك,2,70
جبل لبنان ٤,الشوف,بسابا,138,مبنى البلدية الجديد غرفة رقم ٣,ذكور,روم كاثوليك,2,70
جبل لبنان ٤,الشوف,بسابا,138,مبنى البلدية الجديد غرفة رقم ٣,اناث,سني,42,70
جبل لبنان ٤,الشوف,بسابا,138,مبنى البلدية الجديد غرفة رقم ٣,ذكور,سني,49,68
جبل لبنان ٤,الشوف,بسابا,138,مبنى البلدية الجديد غرفة رقم ٣,اناث,ماروني,4,72
جبل لبنان ٤,الشوف,بسابا,138,مبنى البلدية الجديد غرفة رقم ٣,ذكور,ماروني,4,72
جبل لبنان ٤,الشوف,بشتفين,139,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,106
جبل لبنان ٤,الشوف,بشتفين,140,المدرسة الرسمية غرفة رقم ٢,اناث,درزي,1,102
جبل لبنان ٤,الشوف,بشتفين,141,المدرسة الرسمية غرفة رقم ٣,اناث,درزي,103,190
جبل لبنان ٤,الشوف,بشتفين,141,المدرسة الرسمية غرفة رقم ٣,ذكور,درزي,107,195
جبل لبنان ٤,الشوف,بطمه,142,مبنى البلدية غرفة رقم ١,ذكور,سني,2,71
جبل لبنان ٤,الشوف,بطمه,142,مبنى البلدية غرفة رقم ١,اناث,سني,2,57
جبل لبنان ٤,الشوف,بطمه,143,مبنى البلدية غرفة رقم ٢,اناث,سني,58,116
جبل لبنان ٤,الشوف,بطمه,143,مبنى البلدية غرفة رقم ٢,ذكور,سني,73,115
جبل لبنان ٤,الشوف,بعاصير,144,المدرسة الرسمية غرفة رقم ١,ذكور,سني,2,71
جبل لبنان ٤,الشوف,بعاصير,145,المدرسة الرسمية غرفة رقم ٢,اناث,سني,2,57
جبل لبنان ٤,الشوف,بعاصير,146,المدرسة الرسمية غرفة رقم ٣,اناث,سني,58,116
جبل لبنان ٤,الشوف,بعاصير,146,المدرسة الرسمية غرفة رقم ٣,ذكور,سني,73,115
جبل لبنان ٤,الشوف,بعذران,147,المدرسة الرسمية غرفة رقم ١,ذكور,درزي,1,82
جبل لبنان ٤,الشوف,بعذران,148,المدرسة الرسمية غرفة رقم ٢,ذكور,درزي,83,139
جبل لبنان ٤,الشوف,بعذران,148,المدرسة الرسمية غرفة رقم ٢,ذكور,روم كاثوليك,1,26
جبل لبنان ٤,الشوف,بعذران,148,المدرسة الرسمية غرفة رقم ٢,ذكور,ماروني,1,85
جبل لبنان ٤,الشوف,بعذران,149,المدرسة الرسمية غرفة رقم ٣,اناث,درزي,1,80
جبل لبنان ٤,الشوف,بعذران,150,المدرسة الرسمية غرفة رقم ٤,اناث,درزي,81,138
جبل لبنان ٤,الشوف,بعذران,150,المدرسة الرسمية غرفة رقم ٤,اناث,روم كاثوليك,1,26
جبل لبنان ٤,الشوف,بعذران,150,المدرسة الرسمية غرفة رقم ٤,اناث,ماروني,1,75
جبل لبنان ٤,الشوف,بعقلين التحتا,151,تكميلية بعقلين الرسمية غرفة رقم ١,ذكور,درزي,1,125
جبل لبنان ٤,الشوف,بعقلين التحتا,152,تكميلية بعقلين الرسمية غرفة رقم ٢,ذكور,درزي,126,228
جبل لبنان ٤,الشوف,بعقلين التحتا,153,تكميلية بعقلين الرسمية غرفة رقم ٣,اناث,درزي,1,110
جبل لبنان ٤,الشوف,بعقلين التحتا,154,تكميلية بعقلين الرسمية غرفة رقم ٤,اناث,درزي,111,209
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,اناث,انجيلي,1,1
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,ذكور,انجيلي,1,1
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,اناث,درزي,210,432
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,ذكور,درزي,229,322
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,اناث,روم ارثوذكس,326,326
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,ذكور,روم ارثوذكس,326,326
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,اناث,روم كاثوليك,1,5
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,ذكور,روم كاثوليك,1,5
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,اناث,سني,1,76
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,ذكور,سني,89,89
جبل لبنان ٤,الشوف,بعقلين التحتا,155,تكميلية بعقلين الرسمية غرفة رقم ٥,ذكور,ماروني,12,12
جبل لبنان ٤,الشوف,بعقلين الفوقا,156,الثانوية الرسمية غرفة رقم ١,ذكور,درزي,1,97
جبل لبنان ٤,الشوف,بعقلين الفوقا,157,الثانوية الرسمية غرفة رقم ٢,ذكور,درزي,98,175
جبل لبنان ٤,الشوف,بعقلين الفوقا,158,الثانوية الرسمية غرفة رقم ٣,ذكور,درزي,176,274
جبل لبنان ٤,الشوف,بعقلين الفوقا,159,الثانوية الرسمية غرفة رقم ٤,ذكور,درزي,276,377
جبل لبنان ٤,الشوف,بعقلين الفوقا,160,الثانوية الرسمية غرفة رقم ٥,اناث,درزي,1,91
جبل لبنان ٤,الشوف,بعقلين الفوقا,161,الثانوية الرسمية غرفة رقم ٦,اناث,درزي,92,154
جبل لبنان ٤,الشوف,بعقلين الفوقا,162,الثانوية الرسمية غرفة رقم ٧,اناث,درزي,155,250
